date,type,reg,operator,location,fatalities,damage_level
03-02-2020,Boeing 747-412 (BCF),N703CK,Kalitta Air,"Los Angeles International Airport, CA (LAX)",0,Medium
03-02-2020,Boeing 767-375ER,C-GHOZ,Air Canada,Madrid-Barajas Adolfo Suárez Airport (MAD),0,Low
04-02-2020,Cessna 208B Grand Caravan,N454SF,Grant Aviation,"Hooper Bay Airport, AK (HPB)",0,Medium
05-02-2020,Boeing 737-86J (WL),TC-IZK,Pegasus Airlines,Istanbul-Sabiha GÃ¶kÃ§en International Airport (SAW),3,High
06-02-2020,Cessna 208B Grand Caravan,N24MG,Redding Aero Enterprises Inc.,"NW off Eureka-Murray Field, CA (EKA)",0,Medium
07-02-2020,Bombardier CRJ-900LR,N610NN,"PSA Airlines, opf American Eagle","Waynesville, North Carolina",0,Medium
07-02-2020,Cessna 208B Super Cargomaster,N988FX,"Mountain Air Cargo, opf FedEx","Baltimore/Washington International Thurgood Marshall Airport, MD (BWI)",0,Medium
08-02-2020,Beechcraft 200 Super King Air,CC-COT,Transportes Torreon,Rio Bueno-Fundo Cuincahuin Airstrip,0,High
08-02-2020,Cessna 501 Citation I/SP,N501RG,Remonia Air,"near Fairmount, GA",4,High
09-02-2020,Boeing 737-524 (WL),VQ-BPS,Utair,Usinsk Airport (USK),0,Medium
12-02-2020,Cessna 560 Citation Encore,N654CE,SC Cole Aviation LLC,"over Benbrook, TX",0,Medium
14-02-2020,Cessna 208 Caravan I,P2-MAI,Mission Aviation Fellowship - MAF,Miyanmin Airstrip (MPX),0,Medium
15-02-2020,Boeing 737-8KN (WL),HL8342,Eastar Jet,120NM south of Incheon International Airport,0,Low
20-02-2020,Cessna 510 Citation Mustang,N163TC,Private,"Daytona Beach International Airport, FL (DAB)",0,Medium
20-02-2020,Beechcraft B200 King Air,N860J,"Lauren Engineers & Constructors, Inc.","near Lake Coleman, TX",3,High
20-02-2020,Antonov An-2T,RA-40642,T-Cement,Magadan-13 Airport (UHMT),0,Medium
21-02-2020,de Havilland Canada DHC-3T Vazar Turbine Otter,C-FIUZ,Harbour Air,"Vancouver-Coal Harbour SPB, BC (CXH)",0,Medium
23-02-2020,Bombardier CL-600-2B16 Challenger 605,C-GKCP,Canadian Pacific Railway Company,"Calgary International Airport, AB (YYC)",0,Medium
24-02-2020,de Havilland Canada DHC-6 Twin Otter 300,8Q-MBC,Trans Maldivian Airways,"Kuredu Island Resort, Lhaviyani Atoll",0,Medium
24-02-2020,Fairchild SA227-DC Metro 23,C-GJVB,"Bearskin Airlines, opb Perimeter Aviation","Dryden Regional Airport, ON (YHD)",0,Medium
25-02-2020,Boeing 737-301 (BDSF),PK-YSG,Trigana Air Service,Jayapura-Sentani Airport (DJJ),0,Medium
25-02-2020,Learjet 55,N135LR,Expectra Aviation Inc.,"Belmar/Farmingdale-Monmouth Executive Airport, NJ (BLM)",0,Medium
26-02-2020,Antonov An-2P,UP-A0001,Orlan 2000,"1,5 km NW of Ust-Kamenogorsk Airport (UKK)",0,High
27-02-2020,Dassault Falcon 50,N951DJ,private,"Toronto-Buttonville Airport, ON (YKZ)",0,High
28-02-2020,Airbus A300B4-203 (F),UP-A3003,Sigma Airlines,Sharjah Airport (SHJ),0,Medium
29-02-2020,Learjet 35A,N721EC,East Coast Jets,"Altoona Airport, PA (AOO)",0,Medium
03-03-2020,Dassault Falcon 7X,N377EF,private,"Nashville-John C. Tune Airport, TN (KJWN)",0,Medium
03-03-2020,Cessna 560 Citation Encore,N43NC,private,"Nashville-John C. Tune Airport, TN (KJWN)",0,Medium
03-03-2020,Cirrus SF50 Vision Jet,N217CB,BBR Air,"Nashville-John C. Tune Airport, TN (KJWN)",0,Medium
03-03-2020,Learjet 55,N890AC,Jetleg Management,"Nashville-John C. Tune Airport, TN (KJWN)",0,Medium
03-03-2020,Beechcraft 200 Super King Air,N2PY,AT Aero LLC,"Nashville-John C. Tune Airport, TN (KJWN)",0,Medium
03-03-2020,Beechcraft 200 Super King Air,N186EB,Executive Business Aviation Inc,"Nashville-John C. Tune Airport, TN (KJWN)",0,Medium
03-03-2020,Bombardier BD-100-1A10 Challenger 300,N819RS,Legacy Air LLC,"Nashville-John C. Tune Airport, TN (KJWN)",0,Medium
03-03-2020,Cessna 525C Citation CJ4,N989CJ,Textron Inc.,"Nashville-John C. Tune Airport, TN (KJWN)",0,Medium
03-03-2020,Cessna 525 CitationJet CJ1,N177VV,"Crye-Leike South, Inc","Nashville-John C. Tune Airport, TN (KJWN)",0,Medium
03-03-2020,Beechcraft B300 King Air 350i,N615CL,Carol 1 LLC,"Nashville-John C. Tune Airport, TN (KJWN)",0,High
03-03-2020,Dassault Falcon 2000,N519JD,"Caridad Aviation, LLC","Nashville-John C. Tune Airport, TN (KJWN)",0,Medium
03-03-2020,Cessna S550 Citation S/II,N45NC,private,"Nashville-John C. Tune Airport, TN (KJWN)",0,Medium
05-03-2020,Cessna 208B Super Cargomaster,N706FX,"FedEx Express, opb CSA Air","Rhinelander-Oneida County Airport, WI (RHI)",0,Medium
06-03-2020,de Havilland Canada DHC-6 Vista Liner 300,N72GC,Grand Canyon Airlines,"Boulder City Municipal Airport, NV (BLD)",0,Medium
08-03-2020,Boeing 767-3Q8ER,N477AX,Omni Air International,Shannon Airport (SNN),0,Medium
09-03-2020,Airbus A330-343,HS-TEU,Thai Airways International,Vientiane-Wattay Airport (VTE),0,Medium
09-03-2020,Gulfstream G-IVSP,M-YWAY,"Platinum Jet Co., Ltd.",Vientiane-Wattay Airport (VTE),0,Medium
12-03-2020,de Havilland Canada DHC-3T Vazar Turbine Otter,C-GTMW,Martini Aviation Ltd.,"Fort Langley Airport, BC (CBQ2)",0,Medium
12-03-2020,Beechcraft 200 Super King Air,HK-5075,private,"Claura Arriba, Iriona, Colón",2,High
13-03-2020,Cessna 525 CitationJet,YV3452,Servicios 5250084,Porlamar-del Caribe Santiago Mariño International Airport (PMV),2,High
14-03-2020,Raytheon Hawker 800XP,N100AG,Gemini Air Group,"Phoenix-Scottsdale Municipal Airport, AZ (SCF)",0,Medium
17-03-2020,Cessna 208B Super Cargomaster,N274PM,Planemasters,"NW of La Crosse, Rush County, KS",1,High
19-03-2020,Cessna 208 Caravan I,P2-MAF,Mission Aviation Fellowship - MAF,Yenkisa Airstrip (YEQ),0,Medium
21-03-2020,Boeing 757-223 (WL),N193AN,American Airlines,"Las Vegas-McCarran International Airport, NV (LAS)",0,Medium
22-03-2020,Hawker Siddeley HS-125-F400B,(XB-PNK),private,"near Caballo Blanco, Retalhuleu",0,Medium
28-03-2020,Cessna 501 Citation I/SP,N810LG,RBR Development LLC,"Jonesboro Municipal Airport, AR (JBR)",0,High
28-03-2020,Cessna 525A CitationJet CJ2+,N457MD,Hog Air Aviation LLC,"Jonesboro Municipal Airport, AR (JBR)",0,High
29-03-2020,IAI 1124A Westwind II,RP-C5880,Lionair Inc.,Manila-Ninoy Aquino International Airport (MNL),8,High
05-04-2020,Antonov An-26,UP-AN601,Libyan National Army,near Tarhuna,0,High
12-04-2020,Boeing 737-881 (WL),JA64AN,"All Nippon Airways - ANA, opb ANA Wings",30 km south-southwest of Matsuyama Airport (MYJ/RJOM),0,Low
16-04-2020,Cessna 208 Caravan I,C-GBIT,Mike's Oilfield Services Ltd.,"Maurice Lake, SK",0,Medium
19-04-2020,British Aerospace BAe-125-700A,N700NW,private,"near Las Cruces, Petén",2,High
20-04-2020,British Aerospace BAe-125-800A,N375TC,private,Laguna del Tigre National Park,0,High
23-04-2020,Lockheed C-130J-30 Super Hercules,Nov-36,United States Air Force - USAF,Ramstein AFB (RMS),0,Medium
24-04-2020,IAI 1125 Astra SP,YV3427,Inversiones SC 2012,"Fort Lauderdale-Executive Airport, FL (FXE)",0,Medium
28-04-2020,Beechcraft A100 King Air,C-FCBZ,Buffalo Airways,"Kugaaruk Airport, NU (YBB)",0,Medium
02-05-2020,Beechcraft B200 Super King Air,C-GSAE,Province of Saskatchewan Ministry of Central Services,"SE of Lloydminster Airport, AB (YLL)",0,Medium
04-05-2020,Learjet 25D,LV-WOC,Dos Mil Aerosistema,"San Fernando Airport, BA (FDO)",0,Medium
04-05-2020,Embraer EMB-120RT Brasilia,5Y-AXO,African Express Airways,near Bardale Airstrip,6,High
05-05-2020,Learjet 35A,LV-BXU,MD Fly,"near Esquel Airport, CB (EQS)",3,High
07-05-2020,Hawker Siddeley HS-125,XB-RBF,private,southern Zulia state,0,High
08-05-2020,Beechcraft 1900C,N31704,Ameriflight,"San Antonio International Airport, TX (SAT)",0,Medium
09-05-2020,Ilyushin Il-78,no reg.,Libyan Air Force,Tripoli-Mitiga International Airport (MJI),0,High
09-05-2020,Learjet 60XR,5A-UAE,United Aviation,Tripoli-Mitiga International Airport (MJI),0,High
16-05-2020,Let L-410MA,RA-67066,Unknown,Ulang Airstrip,0,Medium
19-05-2020,Cessna 501 Citation I/SP,N501KM,McWilliams LLC,"Houston-William P. Hobby Airport, TX (HOU)",0,Medium
19-05-2020,Boeing 737-8Q8 (WL),N820TJ,Swift Air,"W of Victorville-Southern California Logistics Airport, CA (VCV)",0,Medium
21-05-2020,Beechcraft 400A Beechjet,VT-RPG,Sanjiv Goenka Group,Kolkata-Netaji Subhas Chandra Bose International Airport (CCU),0,Medium
21-05-2020,Embraer C-95BM Bandeirante (EMB-110),FAB2347,ForÃ§a Aérea Brasileira - FAB,"Natal Air Force Base, RN (SBNT)",0,Medium
22-05-2020,Airbus A320-214,AP-BLD,Pakistan International Airlines - PIA,"1,4 km E of Karachi-Jinnah International Airport (KHI)",98,High
26-05-2020,Beechcraft 200 Super King Air,others,private,"near Morocoy, Quintana Roo",0,High
28-05-2020,British Aerospace BAe-125-700A,N720PT,private,near Sarteneja,0,Medium
30-05-2020,Antonov An-2,others,Taraz Zhana Alem,Urzhar Airport (UZR),0,Medium
30-05-2020,de Havilland Canada DHC-6 Twin Otter 100,N52FW,"Kapowsin Air Sports, opf Skydive San Diego","San Diego-Brown Field Municipal Airport, CA (SDM)",0,Medium
30-05-2020,Beechcraft 200 Super King Air,others,private,Región Costa Montaña ?,0,High
08-06-2020,Dornier 228-212,PH-CGN,Netherlands Coast Guard (Kustwacht),Eindhoven Airport (EIN/EHEH),0,Low
08-06-2020,Lockheed C-130H3 Hercules,94-6706,United States Air Force - USAF,Al Taji Army Air Field (ORTI),0,Medium
09-06-2020,Beechcraft 1900D,C-GSLX,Sunwest Aviation,"near Lac la Biche (CYLB), AB",0,Medium
13-06-2020,Beechcraft 300 Super King Air 350,N858UP,Gama Aviation Signature,"Bedford-Hanscom Field, MA (BED)",0,Medium
14-06-2020,Airbus A320-271N,VT-IJT,IndiGo Airlines,near Cochin Airport,0,Low
14-06-2020,Airbus A320-232,VP-BDL,Ural Airlines,Saint Petersburg-Pulkovo Airport (LED),0,Medium
14-06-2020,Airbus A320-271N,VP-BWC,S7 Airlines,Saint Petersburg-Pulkovo Airport (LED),0,Low
15-06-2020,Grumman G-1159 Gulfstream II,N27SL,private,"Machiques de Perijá, Zulia",1,High
16-06-2020,Embraer ERJ-145EP,G-SAJS,Loganair,Aberdeen International Airport (ABZ/EGPD),0,Low
16-06-2020,de Havilland Canada DHC-8-402Q Dash 8,G-JECK,Nordic Aviation Capital,Aberdeen International Airport (ABZ/EGPD),0,Medium
19-06-2020,Gulfstream Aerospace G-1159A Gulfstream III,N516TR,private,"El Chico, Retalhuleu",0,High
28-06-2020,Cessna 560XL Citation XLS,VT-JSS,Jindal Steel & Power Ltd.,Vijayanagar Aerodrome (VDY),0,Medium
02-07-2020,Grumman G-1159 Gulfstream II SP,XB-NRX,Private,Mapastepec,0,High
05-07-2020,Boeing 737-7H4,N254WN,Southwest Airlines,"Orlando, Florida",0,Low
05-07-2020,British Aerospace BAe-125-700A,XB-RCM,private,"10 km from José Maria Morelos, Quintana Roo",0,High
07-07-2020,Airbus A319-111,HB-JOH,Chair Airlines,Napoli-Capodichino Airport (NAP),0,High
07-07-2020,Hawker 800XP,N339AV,private,within Venezuela,0,High
09-07-2020,Embraer ERJ-175LR,N226NN,"Envoy Air, opf American Eagle","Plainfield, Illinois",0,Low
09-07-2020,Airbus A319-132,PT-TMO,LATAM Airlines Brasil,"near Guarulhos, SP",0,Low
10-07-2020,Learjet 45,XA-CAO,Aeroparadise SA,Toluca-Licenciado Adolfo López Mateos International Airport (TLC),0,Medium
13-07-2020,Britten-Norman BN-2A-27 Islander,N200MU,Tropic Air Charters,"Fort Lauderdale-Executive Airport, FL (FXE)",0,Medium
13-07-2020,Antonov An-2R,RA-40851,Zeus-Avia,"0,4 km SE of Kistenevo, Bolsheboldinsky district, Nizhny Novgorod region",2,High
14-07-2020,Boeing 737-8S3 (WL),ZS-SJB,Mango,N of Durban,0,Low
14-07-2020,de Havilland Canada DHC-8-402Q (PF) Dash 8,5Y-VVU,Blue Bird Aviation,Beledweyne-Ugas Khalif Airport (HCMN),0,High
15-07-2020,Beechcraft B300 King Air 350i,EM-809,Turkish Police,30 km SW of Van-Ferit Melen Airport (VAN),7,High
17-07-2020,Beechcraft 200 Super King Air,C-FSKQ,Skyjet Aviation,"Rouyn Airport, QC (YUY)",0,Medium
19-07-2020,Antonov An-2R,RA-71276,Phoenix,"30 km W of Tagarkhay, Buryatia region",6,High
20-07-2020,Beechcraft B200 Super King Air,N740P,private,35 km SW of Brus Laguna,0,Medium
22-07-2020,Beechcraft 400A Beechjet,N425BJ,N425BJ LLC,"Montgomery Regional Airport, AL (MGM)",0,Medium
22-07-2020,Boeing 777-F60,ET-ARH,Ethiopian Airlines,Shanghai Pudong International Airport (PVG),0,High
23-07-2020,Airbus A310-304,EP-MNF,Mahan Air,Syrian airspace,0,Low
25-07-2020,Cessna 208B Grand Caravan,XA-FTG,AX Transporter,Holbox Airstrip,0,Medium
26-07-2020,Gulfstream Aerospace G-1159A Gulfstream III,N450BD,private,"near El Chal, Petén Department",0,High
28-07-2020,Boeing 737-3Z0 (SF),PK-YSZ,Trigana Air Service,Wamena Airport (WMX/WAJW),0,Low
30-07-2020,Beechcraft 200 Super King Air,N515BA,private,"Rio Negro, Zulia",0,High
01-08-2020,Airbus A321-211 (WL),VP-BAX,Aeroflot Russian International Airlines,Moskva-Sheremetyevo Airport (SVO),0,Medium
03-08-2020,Antonov An-74TK-100,RA-74044,"UTair-Cargo, opf United Nations - UN",Gao Airport (GAQ),0,High
04-08-2020,Harbin Y-12-II,KAF128,Kenya Air Force - KAF,Dhobley Airstrip,0,Medium
07-08-2020,Boeing 737-8HG (WL),VT-AXH,Air India Express,Kozhikode-Calicut Airport (CCJ),21,High
08-08-2020,British Aerospace BAe-125,others,private,Ixcán,0,High
08-08-2020,Canadair CL-215-1A10,EC-HET,"Aut, Nacional de EmergÃªncia e ProteÃ§Ã£o Civil, opb Babcock",Lobios,1,High
09-08-2020,British Aerospace BAe-125-800A,XB-RAY,private,near Maracaibo-La Chinita International Airport (MAR),0,High
10-08-2020,Rockwell Sabreliner 75A,N400RS,private,W off Paraguaná,2,High
12-08-2020,Airbus A320-214,EC-IEF,Iberia,near Barcelona Airport (LEBL),0,Low
12-08-2020,Beechcraft B200 King Air,N316JP,private,"Santa Ana, Bartolomé de Las Casas, Zulia",0,High
13-08-2020,Let L-410UVP-E3,9S-GEN,Doren Air Congo,28 km from Bukavu-Kavumu Airport (BKY),4,High
16-08-2020,Cessna 208B Grand Caravan,5Y-SAV,City Link,New Fangak Airstrip,0,High
18-08-2020,ATR 72-600 (72-212A),6V-ASN,Air Senegal,Ziguinchor Airport (ZIG),0,Medium
19-08-2020,Boeing 767-3S2FER,N146FE,FedEx,"Los Angeles International Airport, CA (LAX)",0,Medium
20-08-2020,Beechcraft 200 Super King Air,N198DM,Bomac Air,"Chicago/Rockford International Airport, IL (RFD/KRFD)",1,High
22-08-2020,Antonov An-26B,EX-126,"South West Aviation, lsf Skyway Air",ca 4 km NW of Juba Airport (JUB),9,High
27-08-2020,Boeing 747SP-21,VQ-BMS,Las Vegas Sands Corporation,"Lake Charles-Chennault International Airport, LA (CWF)",0,Medium
28-08-2020,Boeing 767-324ER,N423AX,Omni Air International,Bucharest Baneasa Aurel Vlaicu International Airport (BBU),0,Medium
29-08-2020,Boeing 737-81D (WL),JA73NM,Skymark Airlines,15 km ENE of Tokyo-Haneda International Airport (HND),0,Medium
29-08-2020,Dassault Falcon 200,XB-OAP,private,Palenque Airport (PQM),0,Medium
04-09-2020,Fairchild SA227-AC Metro III,N362AE,Ameriflight,"San Antonio International Airport, TX (SAT)",0,Medium
07-09-2020,Cessna 208B Grand Caravan,N186GC,Grand Canyon Airlines,"Whitmore-Grand Canyon Bar Ten Airstrip, AZ (GCT)",0,Medium
07-09-2020,Gulfstream G200 Galaxy,PR-AUR,W.R.V. Empreendimentos e Participacoes Ltda.,"Belo Horizonte/Pampulha - Carlos Drummond de Andrade Airport, MG (PLU)",0,Medium
11-09-2020,Cessna 208B Grand Caravan,5Y-CDH,Unknown,Maji Moto area in Narok South,0,High
15-09-2020,Beechcraft 200 King Air,others,private,Machiques de Perija,0,High
16-09-2020,Cessna 560 Citation Encore,N254DR,Connair Consulting LLC,"Jackson-McKellar-Sipes Regional Airport, TN (MKL)",0,Medium
18-09-2020,Learjet,others,private,Zanja,0,High
19-09-2020,Fokker 50,5Y-MHT,"Silverstone Air Services, opf Saacid Airlines",Mogadishu Aden Adde International Airport (MGQ),0,High
21-09-2020,Learjet 35,false reg.,private,Santha Martha,0,High
22-09-2020,Cessna 208B Grand Caravan,HK-4669-G,private,near Guaymaral Airport,0,Medium
23-09-2020,British Aerospace BAe-125-800A,XB-PYZ,private,"Alta Verapaz, Santa Marta Salina",4,High
25-09-2020,British Aerospace BAe-125,others,private,"Catatumbo, Edo, Zulia",0,High
25-09-2020,Antonov An-26Sh,76 yellow,Ukraine Air Force,"1,1 km N of Chuhuiv Air Base",26,High
27-09-2020,Canadair CL-600-1A11 Challenger 600,N100QR,private,"Sur del Lago region, Zulia",0,High
28-09-2020,Antonov An-2,others,Unknown,near Martuni,0,High
29-09-2020,Lockheed KC-130J Hercules,166765,United States Marine Corps,"near Salton City, CA",0,Medium
30-09-2020,Boeing 777-232ER,N860DA,Delta Air Lines,"Anchorage, Alaska",0,Low
04-10-2020,Gulfstream American G-1159A Gulfstream III,N305LR,private,"Machiques, Zulia",0,High
05-10-2020,de Havilland Canada DHC-6 Twin Otter 300,8Q-TMF,Trans Maldivian Airways,Malé-Velana International Airport (MLE),0,Medium
05-10-2020,British Aerospace BAe-125,others,private,"Sergio Butrón Casas, Quintana Roo",0,High
05-10-2020,Hawker 850XP,HS-WTH,Ratchthani Leasing Public Company Limited,Pattani Airport (PAN/VTSK),0,Medium
06-10-2020,Boeing 737-4B6 (SF),HK-5228,AerCaribe Cargo,San José-Juan Santamaria International Airport (SJO/MROC),0,High
10-10-2020,Douglas C-54E (DC-4),N96358,Alaska Air Fuel,"Yakataga Airport, AK",0,Medium
10-10-2020,Cessna 208B Grand Caravan,5H-NWA,Duk Air Travel,Mundri Airstrip,0,Medium
14-10-2020,Airbus A320-200,others,others,over Germany,0,Low
14-10-2020,Beechcraft 99A Airliner,N499CZ,Freight Runners Express,"Waterville-Robert Lafleur Airport, ME (WVL)",0,Medium
14-10-2020,Antonov An-32A,OB-2120-P,AerCaribe Peru,Iquitos-Coronel Francisco Secada Vignetta International Airport (IQT),0,High
16-10-2020,Britten-Norman BN-2A-27 Islander,V6-01FM,Caroline Islands Air,"Mwoakilloa Airfield, Caroline Islands",0,Medium
21-10-2020,Learjet 60,N1128M,Worldwide Jet Charter Inc,"Chicago-Executive Airport, IL (PWK)",0,Medium
22-10-2020,de Havilland Canada DHC-6 Twin Otter 300,8Q-TMR,Trans Maldivian Airways,Medhafushi Water Aerodrome,0,Medium
23-10-2020,Bombardier DHC-8-402Q Dash 8,JA845A,Oriental Air Bridge,Fukue Airport (FUJ),0,Medium
24-10-2020,Embraer ERJ-145LR,N674RJ,"American Eagle, opb Envoy Air",Freeport-Grand Bahama International Airport (FPO),0,Medium
29-10-2020,Gulfstream American G-1159A Gulfstream III,N461AR ?,private,Laguna del Tigre,3,High
29-10-2020,Britten-Norman BN-2A-26 Islander,N706MC,St. Bernard Parish Government,"New Orleans-Lakefront Airport, LA (NEW)",0,Medium
30-10-2020,Antonov An-2,PT-ZNQ,private,"Brasília-Piquet Airport, DF (SSGP)",0,Medium
30-10-2020,Embraer EMB-500 Phenom 100,PR-LMP,TRACBEL,"Igaratinga-SÃ£o Pedro Airport, MG (SSDK)",0,High
31-10-2020,Cessna AC-208B Combat Caravan,YI-118,Al Quwwat al Jawwiya al Iraqiya (Iraqi Air Force),near Balad,2,High
01-11-2020,Raytheon Beechjet 400A,N456FL,Georgia Jet,"Fernandina Beach Municipal Airport, FL (KFHB)",0,Medium
05-11-2020,Fairchild SA227-AC Metro III,LV-VDJ,Dos Mil Aerosistema,"Mendoza-El Plumerillo Airport, MD (MDZ)",0,Medium
09-11-2020,Rockwell Sabreliner 65,XA-VD.,private,"El Chico, Champerico, Retalhuleu",1,High
11-11-2020,British Aerospace BAe-125-800B,others,private,Parque Nacional Laguna del Tigre,0,High
12-11-2020,British Aerospace 3201 Jetstream 32EP,OB-2152,SAETA Peru,Iquitos International Airport (IQT),0,Medium
13-11-2020,Bombardier CRJ-701ER,N778SK,"SkyWest Airlines, opf American Eagle","Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX)",0,Low
13-11-2020,Antonov An-124-100,RA-82042,Volga-Dnepr Airlines,Novosibirsk-Tolmachevo Airport (OVB),0,Medium
15-11-2020,Grumman G-1159 Gulfstream II SP,N104VV,private,"Caño Amarillo, Catatumbo",0,High
16-11-2020,ATR 72-500 (72-212A),VT-TMM,TruJet,Mysore Airport (MYQ),0,Medium
23-11-2020,Beechcraft 200 King Air,HB-GJM,Air-Glaciers,Sion Airport (SIR),0,Medium
23-11-2020,de Havilland Canada DHC-8-314 Dash 8,C-FEXZ,Voyageur Airways,"North Bay Airport, ON (YYB)",0,Medium
23-11-2020,de Havilland Canada DHC-7-110,VP-FBQ,British Antarctic Survey,"North Bay Airport, ON (YYB)",0,Medium
26-11-2020,ATR 42-300,C-FAFS,Calm Air International,"Naujaat Airport, NU (YUT)",0,Medium
28-11-2020,Embraer EMB-110P1 Bandeirante,CU-T1541,Cubana de Aviación,Havana-José Martí International Airport (HAV),0,Medium
30-11-2020,Cessna 208B Grand Caravan,C6-AWO,Royal Bahamas Defence Force,George Town-Exuma International Airport (GGT),0,Medium
01-12-2020,de Havilland Canada DHC-6 Vista Liner 300,P2-ASM,Air Sanga,Wobagen Airstrip,0,Medium
02-12-2020,Cessna 551 Citation II/SP,N48DK,Aviation Star S II LLC,"Lufkin Angelina County Airport, TX (LFK)",0,Medium
02-12-2020,Boeing 737-529,EY-560,Air Djibouti,Garowe Airport (GGR),0,Medium
05-12-2020,British Aerospace BAe-125-800A,N484AR,private,Jesús María Semprúm,0,High
05-12-2020,Beechcraft A100 King Air,C-FWYO,Airco Aircraft Charters,"Edmonton International Airport, AB (YEG)",0,Medium
09-12-2020,Shijiazhuang Y-5B,B-8242,Xinjiang General Aviation,Urumqi-Yaxin General Airport,0,High
09-12-2020,Antonov An-2R,UR-33642,private,"near Zolota Sloboda, Kozova Raion, Ternopil Oblast",1,High
10-12-2020,Gulfstream Aerospace G-1159A Gulfstream III,(N370JL),private,southern Belize,0,High
13-12-2020,Eclipse 500,N686TM,private,"Leadville Airport, CO (LXV)",0,Medium
16-12-2020,Embraer EMB-500 Phenom 100,N661EP,Executive Aviation Investors Inc,"Jacksonville Executive at Craig Airport, FL (CRG)",0,Medium
19-12-2020,British Aerospace BAe-125-700A,(N326TD),private,Parque Nacional Sierra de Lacandon,1,High
20-12-2020,Raytheon Hawker 800XP,N412JA,Talon Air,"Farmingdale-Republic Airport, NY (FRG)",0,Medium
22-12-2020,Cessna 525 Citation M2,PR-HFT,La Barca Empreendimentos Ltda,"UberlÃ¢ndia, MG (SBUL)",0,Medium
23-12-2020,Airbus A320-232,N463UA,United Airlines,"Houston, Texas",0,Low
30-12-2020,Cessna 208B Supervan 900,PZ-TSK,Blue Wing Airlines,Kawemhaken-Lawa Anapaike Airstrip,0,Medium
07-01-2019,Saab 340B,YL-RAF,RAF-AVIA,Savonlinna Airport (SVL),0,Medium
12-01-2019,Boeing 737-524 (WL),VQ-BJP,UTair Aviation,Moskva-Vnukovo Airport (VKO),0,Medium
12-01-2019,Canadair CL-600-2A12 Challenger 601,N813WT,TW 601-C Investment LLC,"Uvalde-Ox Ranch Airport ,TX",0,Medium
14-01-2019,Boeing 707-3J9C,EP-CPP,"Saha Air, lsf Islamic Republic of Iran Air Force - IRIAF",Fat'h Airport,15,High
16-01-2019,Cessna 208B Grand Caravan,8R-YAC,Air Services Limited - ASL,Georgetown-Ogle International Airport (OGL),0,Medium
18-01-2019,Boeing 777-212ER,9V-SQL,Singapore Airlines,en route Melbourne-Wellington,0,Low
21-01-2019,Aero Modifications AMI DC-3-65TP,N467KS,Priority Air Charter,"SE of Kidron-Stoltzfus Airfield, OH",2,Medium
22-01-2019,Boeing 737-8LJ (WL),VP-BRR,Aeroflot Russian International Airlines,Khanty-Mansiysk International Airport (HMA),0,Low
23-01-2019,de Havilland Canada DHC-8-102 Dash 8,C-GTCO,Air Creebec,"Rouyn Airport, QC (YUY)",0,Medium
26-01-2019,Airbus A321-231,TC-OEB,Onur Air,Antalya Airport (AYT/LTAI),0,Medium
28-01-2019,Airbus A320-214 (WL),N220FR,Frontier Airlines,"Denver International Airport, CO (DEN/KDEN)",0,Medium
28-01-2019,Boeing 727-2B6 Adv. (F),N720CK,Kalitta Charters,"Tuscaloosa Regional Airport, AL (TCL)",0,Medium
28-01-2019,ATR 72-500 (72-212A),EC-LYJ,"Air Europa, opb Swiftair",Palma de Mallorca Airport (PMI),0,Medium
29-01-2019,Beechcraft B200 King Air,N13LY,Guardian Flight,"32 km W off Kake, AK",3,High
30-01-2019,Beechcraft 200 Super King Air,C-GTUC,Air Tindi,"39 km ESE of WhatÃ¬/Lac La Martre Airport, NT (YLE)",2,High
03-02-2019,Boeing 787-8 Dreamliner,N26909,United Airlines,"Pacific Ocean, Pacific Ocean",0,Low
04-02-2019,Boeing 737-332,ST-TAL,"Tarco Air, opf Sudan Airways",Khartoum-Civil Airport,0,Low
05-02-2019,Boeing 737-823 (WL),N852NN,American Airlines,Bluefields,0,Low
08-02-2019,Airbus A321-251N,SE-RKA,Novair,Billund Airport (BLL),0,Medium
08-02-2019,Convair C-131B Samaritan,N145GT,Conquest Air Cargo,"21 km E off Bay Harbor Islands, FL",1,High
09-02-2019,Cessna 208 Caravan I,PR-RTA,RICO Taxi Aéreo,"231 km SSW of Caracaraí, RR",0,Medium
09-02-2019,Embraer ERJ 190AR (ERJ-190-100 IGW),5Y-FFF,Kenya Airways,Nairobi-Jomo Kenyatta International Airport (NBO),0,Medium
09-02-2019,Embraer ERJ 190AR (ERJ-190-100 IGW),5Y-KYR,Kenya Airways,Nairobi-Jomo Kenyatta International Airport (NBO),0,Medium
11-02-2019,Raytheon Beechjet 400A,N750TA,Stein's Aircraft Services,"Richmond Municipal Airport, IN (RID)",0,Medium
13-02-2019,Embraer ERJ-175LR (ERJ-170-200 LR),N613CZ,"Delta Airlines, opb Compass Airlines","near Reno-Tahoe International Airport (KRNO), Washoe County, NV",0,Low
13-02-2019,de Havilland Canada DHC-6 Twin Otter 300,PJ-WII,Winair,Saint-Barthélémy-Rémy de Haenen Airport (SBH/TFFJ),0,Low
13-02-2019,Boeing 787-9 Dreamliner,PH-BHA,KLM Royal Dutch Airlines,Amsterdam-Schiphol International Airport (AMS/EHAM),0,Low
