date,type,reg,operator,location,fatalities,damage_level
24-08-2018,Boeing 757-2Q8 (WL),EI-LBT,Aer Lingus,"Philadelphia International Airport, PA (PHL/KPHL)",0,Low
25-08-2018,Grumman HU-16C Albatross,N1955G,Stargazer Aero,"680 km WNW off Cape Hatteras, NC",0,High
26-08-2018,Harbin Y-12E,HK-5036,SATENA,Santafé del Caguán,0,Medium
26-08-2018,Boeing 767-333ER (WL),C-FMWV,Air Canada Rouge,"31 km N of Vancouver International Airport, BC (YVR)",0,Medium
26-08-2018,Cessna 208B Grand Caravan,5Y-BOP,Bush Air Safaris,Pieri Airstrip,0,Medium
27-08-2018,Airbus A320-214 (WL),JA14VA,Vanilla Air,45 KM East of Miyazaki Airport,0,Low
28-08-2018,Antonov An-2R,LZ-1409,Air Mizia,near Brusartsi,0,Medium
28-08-2018,Airbus A320-214,B-6952,Beijing Capital Airlines,Macau Airport (MFM),0,Medium
30-08-2018,de Havilland Canada DHC-6 Twin Otter 300,ET-AIU/808,Ethiopian Air Force,near Mojo,18,High
31-08-2018,Cessna 680 Citation Sovereign,TC-OYD,Boydak Air,Bourgas Airport (BOJ),0,Medium
01-09-2018,Boeing 737-8AS (WL),VQ-BJI,Utair,Adler/Sochi Airport (AER),0,High
03-09-2018,Beechcraft B200 Super King Air,N97WC,West Coast Aviation Services,"Burbank-Bob Hope Airport, CA (BUR)",0,Medium
06-09-2018,Boeing 757-223 (WL),N173AN,American Airlines,"near New York, NY",0,Low
06-09-2018,Beechcraft A100 King Air,PT-LJN,VOAR AviaÃ§Ã£o,"Itapaci, GO",0,Medium
09-09-2018,Let L-410UVP,UR-TWO,"South West Aviation, lsf Slav-Air","1,6 km W of Yirol Airstrip",20,High
10-09-2018,Boeing 737-823 (WL),N950NN,American Airlines,"Phoenix-Sky Harbor International Airport, AZ (PHX/KPHX)",0,Low
15-09-2018,Boeing 777-333ER,C-FNNW,Air Canada,NE of Nova Scotia,0,Low
15-09-2018,Canadair CL-215-6B11 (CL-415),C-FOFI,Government of Newfoundland and Labrador,"Whitehead Pond, NL",0,Medium
16-09-2018,Boeing 777-328ER,F-GSQL,Air France,Mauritius-Sir Seewoosagur Ramgoolam International Airport (MRU/FIMP),0,Low
16-09-2018,Boeing 747-428FER,TC-ACM,"Saudi Arabian Airlines, lsf ACT Airlines",Frankfurt International Airport (FRA/EDDF),0,Medium
17-09-2018,Ilyushin Il-20M,RF-93610,Russian Air Force,35 km W off Latakia-Khmeimim Air Base (LTK),15,High
17-09-2018,Airbus A320-216,HS-ABI,Thai AirAsia,Bangkok-Don Muang International Airport (DMK/VTBD),0,Medium
18-09-2018,Antonov An-2R,YU-BRK,STS Aviatsija,near Jagodina,0,Medium
18-09-2018,British Aerospace BAe-125-700A,N109BG,Starjet Inc.,"Santa Fe Airport, NM (SAF)",0,Medium
20-09-2018,Embraer EMB-120ER Brasilia,N233SW,Berry Aviation,"south of Lake Jackson, TX",0,Medium
23-09-2018,Boeing 757-224 (WL),N13113,United Airlines,"Newark Liberty International Airport, NJ (ERW/KEWR)",0,Low
24-09-2018,Honda HA-420 HondaJet,PR-TLZ,América Latina Tecnologia Agrícola - ALTA,"Foz do IguaÃ§u/Cataratas Airport, PR (IGU/SBFI)",0,Medium
24-09-2018,Airbus A340-313,RP-C3435,Philippine Air Lines,"Vancouver International Airport, BC (YVR/CYVR)",0,Medium
25-09-2018,Beechcraft 200 Super King Air,N241CK,Kalitta Charters,"6,4 km SW of Oscoda Wurtsmith Airport, MI",1,High
26-09-2018,Airbus A321-231 (WL),N994AN,American Airlines,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",0,Low
27-09-2018,Airbus A310-304,C-GFAT,Air Transat,over North Atlantic Ocean,0,Low
27-09-2018,Cessna 208B Supervan 900,VH-FAY,CGG Aviation Australia,"120 km E off Sendai, Japan",1,High
27-09-2018,Dassault Falcon 50,N114TD,Air America Flight Services,"Greenville Downtown Airport, SC (GMU)",2,Medium
28-09-2018,Airbus A320-232,PT-MZJ,LATAM Airlines Brasil,"SÃ£o Paulo-Congonhas Airport, SP (CGH)",0,Medium
28-09-2018,Boeing 737-8BK (WL),P2-PXE,Air Niugini,"0,5 km from Chuuk/Weno International Airport (TKK)",1,Medium
01-10-2018,Antonov An-2T,YV1719,Inversiones Moraima,42 km SE of Uriman,0,Medium
03-10-2018,Beechcraft 1900C,N575Q,"Ravn Connect, opb Frontier Flying Service","Gambell Airport, AK (GAM)",0,Medium
03-10-2018,Antonov An-26,7706,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),Khartoum Airport (KRT),0,High
03-10-2018,Antonov An-32A,7721,Al Quwwat al-Jawwiya As-Sudaniya (Sudanese Air Force),Khartoum Airport (KRT),0,High
08-10-2018,Boeing 747-4D7,HS-TGF,Thai Airways International,Bangkok-Suvarnabhumi International Airport (BKK/VTBS),0,Medium
09-10-2018,Boeing 737-7H4 (WL),N287WN,Southwest Airlines,"Nashville International Airport, TN (BNA/KBNA)",0,Low
10-10-2018,Cessna 208B Grand Caravan EX,PK-JBR,Jhonlin Air Transport,Beoga Airstrip,0,Medium
10-10-2018,Sukhoi Superjet 100-95B,RA-89011,Yakutia Airlines,Yakutsk Airport (YKS),0,Medium
11-10-2018,Boeing 737-7H4 (WL),N734SA,Southwest Airlines,"San Jose, California",0,Low
12-10-2018,Airbus A319-112,N926FR,Frontier Airlines,"Denver International Airport, CO (DEN/KDEN)",0,Low
12-10-2018,ATR 72-202,5N-BPE,Overland Airways,Lagos-Murtala Muhammed International Airport (LOS),0,High
12-10-2018,Boeing 737-8HG (WL),VT-AYD,Air India Express,Tiruchirappalli-Civil Airport (TRZ),0,Medium
15-10-2018,Boeing 737-7L9 (WL),N7816B,Southwest Airlines,"Albany, New York",0,Low
15-10-2018,Boeing 777-337ER,VT-ALN,Air India,Mumbai-Chhatrapati Shivaji International Airport (BOM/VABB),0,Low
29-10-2018,Boeing 737 MAX 8,PK-LQP,Lion Air,15 km N off Tanjung Bungin,189,High
31-10-2018,Airbus A330-323,N817NW,Delta Air Lines,Paris-Charles de Gaulle Airport (CDG),0,Medium
31-10-2018,Airbus A330-203,F-GZCI,Air France,Paris-Charles de Gaulle Airport (CDG),0,Medium
07-11-2018,Boeing 747-412F,N908AR,Sky Lease Cargo,"Halifax-Stanfield International Airport, NS (YHZ/CYHZ)",0,Medium
08-11-2018,Antonov An-2R,RA-84674,2nd Arkhangelsk United Aviation Division,50 km NE of Arkhangelsk-Talaghy Airport (ARH),0,High
09-11-2018,Lockheed C-130E Hercules,4180,Pakistan Air Force,Chaklala-PAF Base Nur Khan (RWP),0,High
09-11-2018,Boeing 757-23N,N524AT,Fly Jamaica Airways,Georgetown-Cheddi Jagan International Airport (GEO),1,Medium
11-11-2018,Embraer ERJ-190LR (ERJ-190-100 LR),P4-KCJ,Air Astana,NE of Lisbon,0,Medium
12-11-2018,Hawker Siddeley HS-125-700A,N406J,Songbird Aviation LLC,"Winder-Barrow County Airport, GA (WDR)",0,Medium
15-11-2018,de Havilland Canada DHC-8-315Q Dash 8,C-FPAE,PAL Airlines,"Stephenville International Airport, NL (YJT)",0,Medium
16-11-2018,British Aerospace 3212 Jetstream 32,HK-4394,SARPA - Servicios Aéreos Panamericanos,Bahía Solano-José Celestino Mutis Airport (BSC),0,Medium
20-11-2018,Boeing 737-8LJ (WL),VP-BCG,Aeroflot,Moskva-Sheremetyevo Airport (SVO/UUEE),1,Low
21-11-2018,Fairchild SA227-AC Metro III,C-FYAG,Perimeter Aviation,"Deer Lake Airport, ON (YVZ)",0,Medium
22-11-2018,Boeing 737-53C,OB-2041-P,Peruvian Airlines,La Paz-El Alto Airport (LPB),0,Medium
24-11-2018,ATR 72-500 (72-212A),AP-BKW,Pakistan International Airlines - PIA,Karachi-Jinnah International Airport (KHI),0,Medium
26-11-2018,Cessna 525 Citation M2,PP-OEG,ARG Ltda.,"near Jequitaí-Fazenda Fortaleza de Santa Terezinha Airport, MG",4,High
30-11-2018,Cessna 550 Citation II,N941JM,"Dirt Dynamics, Inc.","Fargo-Hector International Airport, ND (FAR)",0,Medium
30-11-2018,Cessna 525A CitationJet CJ2+,N525EG,Estoair LLC,"4 km WSW of Memphis, IN",3,High
01-12-2018,Airbus A320-232 (WL),N632NK,Spirit Airlines,"near Las Vegas, NV",0,Low
01-12-2018,Bombardier CRJ-200LR,N202PS,PSA Airlines,"New York-La Guardia Airport, NY (LGA)",0,Medium
03-12-2018,Hawker 800XP,4X-CUZ,Arrow Aviation Ltd.,Tel Aviv-Ben Gurion International Airport (TLV/LLBG),0,Medium
03-12-2018,Boeing 737-823 (WL),N868NN,American Airlines,"Chicago-O'Hare International Airport, IL (ORD/KORD)",0,Low
04-12-2018,Boeing 767-332ER (WL),N193DN,Delta Air Lines,"SUNNS intersection, Osaka",0,Low
04-12-2018,Airbus A320-214,SX-EMY,Ellinair,Athens-Elefthérios Venizélos International Airport (ATH/LGAV),0,Medium
06-12-2018,Lockheed Martin KC-130J,167981,United States Marine Corps,"100 km SSE off Muroto Cape, Japan",5,High
08-12-2018,Airbus A320-232 (WL),HS-TXQ,Thai Smile,near Bangkok-Suvarnabhumi International Airport (BKK/VTBS),0,Low
08-12-2018,Beechcraft 200 Super King Air,VH-ODI,Desert-Air Safaris,"Mount Gambier Airport, SA (MGB)",0,Medium
08-12-2018,Beechcraft 200 Super King Air,others,Unknown,"Corozo, Sarstún",0,High
08-12-2018,Pilatus Britten-Norman BN-2A-20 Islander,VH-OBL,Par-Avion,"101 km WSW of Hobart, TAS",1,High
10-12-2018,Airbus A300B4-203 (F),XA-MRC,AeroUnion - Aerotransporte de Carga Union,Mexico City-Benito Juárez International Airport (MEX),0,Medium
11-12-2018,Boeing 777-333ER,C-FITW,Air Canada,Hong Kong-Chek Lap Kok International Airport (HKG/VHHH),0,Medium
15-12-2018,Learjet 35A,N55FN,Med Air LLC,"Key West International Airport, FL (EYW)",0,Medium
18-12-2018,Boeing 787-9 Dreamliner,ET-AUP,Ethiopian Airlines,Oslo-Gardermoen Airport (OSL),0,Medium
18-12-2018,Dornier 228-201,S9-AUN,Africa's Connection STP,SÃ£o Tomé Island Airport (TMS/FPST),0,Medium
20-12-2018,Antonov An-26B,9S-AGB,Gomair,ca 37 km from Kinshasa-N'Djili Airport (FIH),7,High
20-12-2018,Cessna 560 Citation V,N188CW,Chen Aircrafts LLC,"2 km NE of Atlanta-Fulton County Airport, GA (FTY)",4,High
22-12-2018,PZL-Mielec M28 Skytruck,GNB-96107,Guardia Nacional Bolivariana de Venezuela - GNBV,Kamarata Airport (KTV),0,Medium
24-12-2018,Antonov An-26B,9T-TAB,Air Force of the Democratic Republic of the Congo,Beni Airport (BNC),0,High
31-12-2018,Boeing 757-2B7 (WL),N938UW,American Airlines,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",0,Medium
